id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
5404,Kepler-268 c,2779,11.4 Earths,13.844,2014
5405,Kepler-269 b,7363,6.66 Earths,15.646,2014
5406,Kepler-269 c,7363,3.5 Earths,15.646,2014
5407,Kepler-26 b,1094,5.12 Earths,15.853,2011
5408,Kepler-26 c,1094,6.2 Earths,15.853,2011
5409,Kepler-26 d,1094,1.24 Earths,15.853,2014
5410,Kepler-26 e,1094,6.39 Earths,15.853,2014
5411,Kepler-270 b,3095,4.7 Earths,13.9,2014
5412,Kepler-270 c,3095,3.78 Earths,13.9,2014
5413,Kepler-271 b,1320,2.04 Earths,13.578,2014
5414,Kepler-271 c,1320,0.809 Earths,13.578,2014
5415,Kepler-271 d,1320,0.219 Earths,13.578,2016
5416,Kepler-272 b,2902,0.245 Jupiters,14.811,2014
5417,Kepler-272 c,2902,0.308 Jupiters,14.811,2014
5418,Kepler-272 d,2902,5.69 Earths,14.811,2014
5419,Kepler-273 b,2329,2.86 Earths,15.1,2014
5420,Kepler-273 c,2329,4.58 Earths,15.1,2014
5421,Kepler-274 b,4350,2.99 Earths,15.238,2014
5422,Kepler-274 c,4350,4.04 Earths,15.238,2014
5423,Kepler-275 b,6636,6.08 Earths,15.289,2014
5424,Kepler-275 c,6636,11.4 Earths,15.289,2014
5425,Kepler-267 b,864,37.9 Earths,16.69,2014
5426,Kepler-267 c,864,5.18 Earths,16.69,2014
5427,Kepler-267 d,864,5.77 Earths,16.69,2014
5428,Kepler-268 b,2779,7.04 Earths,13.844,2014
5429,Kepler-268 c,2779,11.4 Earths,13.844,2014
5430,Kepler-269 b,7363,6.66 Earths,15.646,2014
5431,Kepler-269 c,7363,3.5 Earths,15.646,2014
5432,Kepler-26 b,1094,5.12 Earths,15.853,2011
5433,Kepler-26 c,1094,6.2 Earths,15.853,2011
5434,Kepler-26 d,1094,1.24 Earths,15.853,2014
5435,Kepler-26 e,1094,6.39 Earths,15.853,2014
5436,Kepler-270 b,3095,4.7 Earths,13.9,2014
5437,Kepler-270 c,3095,3.78 Earths,13.9,2014
5438,Kepler-271 b,1320,2.04 Earths,13.578,2014
5439,Kepler-271 c,1320,0.809 Earths,13.578,2014
5440,Kepler-271 d,1320,0.219 Earths,13.578,2016
5441,Kepler-272 b,2902,0.245 Jupiters,14.811,2014
5442,Kepler-272 c,2902,0.308 Jupiters,14.811,2014
5443,Kepler-272 d,2902,5.69 Earths,14.811,2014
5444,Kepler-273 b,2329,2.86 Earths,15.1,2014
5445,Kepler-273 c,2329,4.58 Earths,15.1,2014
5446,Kepler-274 b,4350,2.99 Earths,15.238,2014
5447,Kepler-274 c,4350,4.04 Earths,15.238,2014
5448,Kepler-275 b,6636,6.08 Earths,15.289,2014
5449,Kepler-275 c,6636,11.4 Earths,15.289,2014
5450,Kepler-275 d,6636,11.1 Earths,15.289,2014
5451,Kepler-276 b,3735,8.6 Earths,15.481,2014
5452,Kepler-276 c,3735,16.6 Earths,15.481,2013
5453,Kepler-276 d,3735,16.3 Earths,15.481,2013
5454,Kepler-277 b,3186,0.275 Jupiters,13.544,2013
5455,Kepler-277 c,3186,0.202 Jupiters,13.544,2013
5456,Kepler-278 b,1445,15.6 Earths,11.811,2014
5457,Kepler-278 c,1445,12.6 Earths,11.811,2014
5458,Kepler-279 b,3384,12.8 Earths,13.647,2014
5459,Kepler-279 c,3384,0.155 Jupiters,13.647,2013
5460,Kepler-279 d,3384,37.5 Earths,13.647,2013
5461,Kepler-27 b,3407,9.11 Jupiters,15.822,2011
5462,Kepler-27 c,3407,13.8 Jupiters,15.822,2011
5463,Kepler-27 d,3407,7.78 Earths,15.822,2021
5464,Kepler-280 b,2546,2.7 Earths,14.35,2014
5465,Kepler-280 c,2546,4.7 Earths,14.35,2014
5466,Kepler-281 b,5694,8.35 Earths,15.931,2014
5467,Kepler-281 c,5694,24.4 Earths,15.931,2014
5468,Kepler-281 d,5694,29.5 Earths,15.931,2021
5469,Kepler-282 b,4363,1.01 Earths,15.444,2014
5470,Kepler-282 c,4363,1.87 Earths,15.444,2014
5471,Kepler-282 d,4363,0.192 Jupiters,15.444,2013
5472,Kepler-282 e,4363,0.177 Jupiters,15.444,2013
5473,Kepler-283 b,1527,5.18 Earths,16.216,2014
5474,Kepler-283 c,1527,3.97 Earths,16.216,2014
5475,Kepler-275 d,6636,11.1 Earths,15.289,2014
5476,Kepler-276 b,3735,8.6 Earths,15.481,2014
5477,Kepler-276 c,3735,16.6 Earths,15.481,2013
5478,Kepler-276 d,3735,16.3 Earths,15.481,2013
5479,Kepler-277 b,3186,0.275 Jupiters,13.544,2013
5480,Kepler-277 c,3186,0.202 Jupiters,13.544,2013
5481,Kepler-278 b,1445,15.6 Earths,11.811,2014
5482,Kepler-278 c,1445,12.6 Earths,11.811,2014
5483,Kepler-279 b,3384,12.8 Earths,13.647,2014
5484,Kepler-279 c,3384,0.155 Jupiters,13.647,2013
5485,Kepler-279 d,3384,37.5 Earths,13.647,2013
5486,Kepler-27 b,3407,9.11 Jupiters,15.822,2011
5487,Kepler-27 c,3407,13.8 Jupiters,15.822,2011
5488,Kepler-27 d,3407,7.78 Earths,15.822,2021
5489,Kepler-280 b,2546,2.7 Earths,14.35,2014
5490,Kepler-280 c,2546,4.7 Earths,14.35,2014
5491,Kepler-281 b,5694,8.35 Earths,15.931,2014
5492,Kepler-281 c,5694,24.4 Earths,15.931,2014
5493,Kepler-281 d,5694,29.5 Earths,15.931,2021
5494,Kepler-282 b,4363,1.01 Earths,15.444,2014
5495,Kepler-282 c,4363,1.87 Earths,15.444,2014
5496,Kepler-282 d,4363,0.192 Jupiters,15.444,2013
5497,Kepler-282 e,4363,0.177 Jupiters,15.444,2013
5498,Kepler-283 b,1527,5.18 Earths,16.216,2014
5499,Kepler-283 c,1527,3.97 Earths,16.216,2014
5500,Kepler-292 e,3446,7.61 Earths,16.303,2014
5501,Kepler-292 f,3446,6.12 Earths,16.303,2014
5502,Kepler-293 b,3179,9.64 Earths,15.452,2014
5503,Kepler-293 c,3179,14 Earths,15.452,2014
5504,Kepler-294 b,4427,3.78 Earths,15.948,2014
5505,Kepler-294 c,4427,7.8 Earths,15.948,2014
5506,Kepler-295 b,5543,1.98 Earths,14.631,2014
5507,Kepler-295 c,5543,1.71 Earths,14.631,2014
5508,Kepler-295 d,5543,2.42 Earths,14.631,2014
5509,Kepler-296 b,545,3.22 Earths,16.363,2014
5510,Kepler-296 c,545,4.66 Earths,16.363,2014
5511,Kepler-296 d,545,5.02 Earths,16.363,2014
5512,Kepler-296 e,545,2.96 Earths,16.363,2014
5513,Kepler-296 f,545,3.89 Earths,16.363,2014
5514,Kepler-297 b,2258,0.153 Jupiters,14.326,2014
5515,Kepler-297 c,2258,0.132 Jupiters,14.326,2014
5516,Kepler-298 b,1690,4.5 Earths,15.617,2014
5517,Kepler-298 c,1690,4.38 Earths,15.617,2014
5518,Kepler-298 d,1690,6.8 Earths,15.617,2014
5519,Kepler-299 b,3432,2.3 Earths,15.232,2014
5520,Kepler-299 c,3432,7.51 Earths,15.232,2014
5521,Kepler-299 d,3432,4.12 Earths,15.232,2014
5522,Kepler-299 e,3432,4.16 Earths,15.232,2014
5523,Kepler-29 b,2716,5 Earths,15.547,2011
5524,Kepler-29 c,2716,4.5 Earths,15.547,2011
5525,Kepler-292 e,3446,7.61 Earths,16.303,2014
5526,Kepler-292 f,3446,6.12 Earths,16.303,2014
5527,Kepler-293 b,3179,9.64 Earths,15.452,2014
5528,Kepler-293 c,3179,14 Earths,15.452,2014
5529,Kepler-294 b,4427,3.78 Earths,15.948,2014
5530,Kepler-294 c,4427,7.8 Earths,15.948,2014
5531,Kepler-295 b,5543,1.98 Earths,14.631,2014
5532,Kepler-295 c,5543,1.71 Earths,14.631,2014
5533,Kepler-295 d,5543,2.42 Earths,14.631,2014
5534,Kepler-296 b,545,3.22 Earths,16.363,2014
5535,Kepler-296 c,545,4.66 Earths,16.363,2014
5536,Kepler-296 d,545,5.02 Earths,16.363,2014
5537,Kepler-296 e,545,2.96 Earths,16.363,2014
5538,Kepler-296 f,545,3.89 Earths,16.363,2014
5539,Kepler-297 b,2258,0.153 Jupiters,14.326,2014
5540,Kepler-297 c,2258,0.132 Jupiters,14.326,2014
5541,Kepler-298 b,1690,4.5 Earths,15.617,2014
5542,Kepler-298 c,1690,4.38 Earths,15.617,2014
5543,Kepler-298 d,1690,6.8 Earths,15.617,2014
5544,Kepler-299 b,3432,2.3 Earths,15.232,2014
5545,Kepler-299 c,3432,7.51 Earths,15.232,2014
5546,Kepler-299 d,3432,4.12 Earths,15.232,2014
5547,Kepler-299 e,3432,4.16 Earths,15.232,2014
5548,Kepler-29 b,2716,5 Earths,15.547,2011
5549,Kepler-29 c,2716,4.5 Earths,15.547,2011
5550,Kepler-292 e,3446,7.61 Earths,16.303,2014
5551,Kepler-292 f,3446,6.12 Earths,16.303,2014
5552,Kepler-293 b,3179,9.64 Earths,15.452,2014
5553,Kepler-293 c,3179,14 Earths,15.452,2014
5554,Kepler-294 b,4427,3.78 Earths,15.948,2014
5555,Kepler-294 c,4427,7.8 Earths,15.948,2014
5556,Kepler-295 b,5543,1.98 Earths,14.631,2014
5557,Kepler-295 c,5543,1.71 Earths,14.631,2014
5558,Kepler-295 d,5543,2.42 Earths,14.631,2014
5559,Kepler-296 b,545,3.22 Earths,16.363,2014
5560,Kepler-296 c,545,4.66 Earths,16.363,2014
5561,Kepler-296 d,545,5.02 Earths,16.363,2014
5562,Kepler-296 e,545,2.96 Earths,16.363,2014
5563,Kepler-296 f,545,3.89 Earths,16.363,2014
5564,Kepler-297 b,2258,0.153 Jupiters,14.326,2014
5565,Kepler-297 c,2258,0.132 Jupiters,14.326,2014
5566,Kepler-298 b,1690,4.5 Earths,15.617,2014
5567,Kepler-298 c,1690,4.38 Earths,15.617,2014
5568,Kepler-298 d,1690,6.8 Earths,15.617,2014
5569,Kepler-299 b,3432,2.3 Earths,15.232,2014
5570,Kepler-299 c,3432,7.51 Earths,15.232,2014
5571,Kepler-299 d,3432,4.12 Earths,15.232,2014
5572,Kepler-299 e,3432,4.16 Earths,15.232,2014
5573,Kepler-29 b,2716,5 Earths,15.547,2011
5574,Kepler-29 c,2716,4.5 Earths,15.547,2011
5575,Kepler-300 b,3583,3.43 Earths,14.25,2014
5576,Kepler-300 c,3583,5.69 Earths,14.25,2014
5577,Kepler-301 b,2346,2.39 Earths,14.458,2014
5578,Kepler-301 c,2346,2.39 Earths,14.458,2014
5579,Kepler-301 d,2346,3.71 Earths,14.458,2014
5580,Kepler-302 b,4575,15.5 Earths,15.694,2014
5581,Kepler-302 c,4575,Unknown,15.694,2014
5582,Kepler-303 b,684,0.64 Earths,14.917,2014
5583,Kepler-303 c,684,1.55 Earths,14.917,2014
5584,Kepler-304 b,1418,8.55 Earths,15.065,2014
5585,Kepler-304 c,1418,5.35 Earths,15.065,2014
5586,Kepler-304 d,1418,8 Earths,15.065,2014
5587,Kepler-304 e,1418,1.87 Earths,15.065,2016
5588,Kepler-305 b,2833,10.5 Earths,15.851,2013
5589,Kepler-305 c,2833,6 Earths,15.851,2013
5590,Kepler-305 d,2833,9.1 Earths,15.851,2014
5591,Kepler-305 e,2833,3.87 Earths,15.851,2020
5592,Kepler-306 b,2530,2.92 Earths,15.575,2014
5593,Kepler-306 c,2530,6.12 Earths,15.575,2014
5594,Kepler-306 d,2530,6.66 Earths,15.575,2014
5595,Kepler-306 e,2530,5.77 Earths,15.575,2014
5596,Kepler-307 b,1878,7.44 Earths,14.149,2013
5597,Kepler-307 c,1878,3.64 Earths,14.149,2013
5598,Kepler-308 b,4358,5.14 Earths,16.019,2014
5599,Kepler-308 c,4358,5.31 Earths,16.019,2014
5600,Kepler-300 b,3583,3.43 Earths,14.25,2014
5601,Kepler-300 c,3583,5.69 Earths,14.25,2014
5602,Kepler-301 b,2346,2.39 Earths,14.458,2014
5603,Kepler-301 c,2346,2.39 Earths,14.458,2014
5604,Kepler-301 d,2346,3.71 Earths,14.458,2014
5605,Kepler-302 b,4575,15.5 Earths,15.694,2014
5606,Kepler-302 c,4575,Unknown,15.694,2014
5607,Kepler-303 b,684,0.64 Earths,14.917,2014
5608,Kepler-303 c,684,1.55 Earths,14.917,2014
5609,Kepler-304 b,1418,8.55 Earths,15.065,2014
5610,Kepler-304 c,1418,5.35 Earths,15.065,2014
5611,Kepler-304 d,1418,8 Earths,15.065,2014
5612,Kepler-304 e,1418,1.87 Earths,15.065,2016
5613,Kepler-305 b,2833,10.5 Earths,15.851,2013
5614,Kepler-305 c,2833,6 Earths,15.851,2013
5615,Kepler-305 d,2833,9.1 Earths,15.851,2014
5616,Kepler-305 e,2833,3.87 Earths,15.851,2020
5617,Kepler-306 b,2530,2.92 Earths,15.575,2014
5618,Kepler-306 c,2530,6.12 Earths,15.575,2014
5619,Kepler-306 d,2530,6.66 Earths,15.575,2014
5620,Kepler-306 e,2530,5.77 Earths,15.575,2014
5621,Kepler-307 b,1878,7.44 Earths,14.149,2013
5622,Kepler-307 c,1878,3.64 Earths,14.149,2013
5623,Kepler-308 b,4358,5.14 Earths,16.019,2014
5624,Kepler-308 c,4358,5.31 Earths,16.019,2014
5625,Kepler-319 c,1642,7.41 Earths,13.926,2014
5626,Kepler-319 d,1642,5.86 Earths,13.926,2014
5627,Kepler-31 b,5430,25.9 Earths,15.496,2011
5628,Kepler-31 c,5430,4.7 Jupiters,15.496,2011
5629,Kepler-31 d,5430,6.8 Jupiters,15.496,2014
5630,Kepler-320 b,2696,1.55 Earths,13.494,2014
5631,Kepler-320 c,2696,2.45 Earths,13.494,2014
5632,Kepler-321 b,1254,3.78 Earths,12.918,2014
5633,Kepler-321 c,1254,5.99 Earths,12.918,2014
5634,Kepler-322 b,1306,1.01 Earths,13.687,2014
5635,Kepler-322 c,1306,3.43 Earths,13.687,2014
5636,Kepler-323 b,1484,2.153 Jupiters,12.78,2014
5637,Kepler-323 c,1484,0.251 Jupiters,12.78,2014
5638,Kepler-324 b,1636,1.55 Earths,14.222,2014
5639,Kepler-324 c,1636,10.1 Earths,14.222,2014
5640,Kepler-324 e,1636,4.81 Earths,14.222,2021
5641,Kepler-325 b,2685,8.8 Earths,15.175,2014
5642,Kepler-325 c,2685,6.99 Earths,15.175,2014
5643,Kepler-325 d,2685,8.2 Earths,15.175,2014
5644,Kepler-326 b,1591,0.14 Jupiters,13.734,2014
5645,Kepler-326 c,1591,17.4 Earths,13.734,2014
5646,Kepler-326 d,1591,6.9 Earths,13.734,2014
5647,Kepler-327 b,789,1.41 Earths,15.611,2014
5648,Kepler-327 c,789,20.3 Earths,15.611,2014
5649,Kepler-327 d,789,3.64 Earths,15.611,2014
5650,Kepler-319 c,1642,7.41 Earths,13.926,2014
5651,Kepler-319 d,1642,5.86 Earths,13.926,2014
5652,Kepler-31 b,5430,25.9 Earths,15.496,2011
5653,Kepler-31 c,5430,4.7 Jupiters,15.496,2011
5654,Kepler-31 d,5430,6.8 Jupiters,15.496,2014
5655,Kepler-320 b,2696,1.55 Earths,13.494,2014
5656,Kepler-320 c,2696,2.45 Earths,13.494,2014
5657,Kepler-321 b,1254,3.78 Earths,12.918,2014
5658,Kepler-321 c,1254,5.99 Earths,12.918,2014
5659,Kepler-322 b,1306,1.01 Earths,13.687,2014
5660,Kepler-322 c,1306,3.43 Earths,13.687,2014
5661,Kepler-323 b,1484,2.153 Jupiters,12.78,2014
5662,Kepler-323 c,1484,0.251 Jupiters,12.78,2014
5663,Kepler-324 b,1636,1.55 Earths,14.222,2014
5664,Kepler-324 c,1636,10.1 Earths,14.222,2014
5665,Kepler-324 e,1636,4.81 Earths,14.222,2021
5666,Kepler-325 b,2685,8.8 Earths,15.175,2014
5667,Kepler-325 c,2685,6.99 Earths,15.175,2014
5668,Kepler-325 d,2685,8.2 Earths,15.175,2014
5669,Kepler-326 b,1591,0.14 Jupiters,13.734,2014
5670,Kepler-326 c,1591,17.4 Earths,13.734,2014
5671,Kepler-326 d,1591,6.9 Earths,13.734,2014
5672,Kepler-327 b,789,1.41 Earths,15.611,2014
5673,Kepler-327 c,789,20.3 Earths,15.611,2014
5674,Kepler-327 d,789,3.64 Earths,15.611,2014
5675,Kepler-319 c,1642,7.41 Earths,13.926,2014
5676,Kepler-319 d,1642,5.86 Earths,13.926,2014
5677,Kepler-31 b,5430,25.9 Earths,15.496,2011
5678,Kepler-31 c,5430,4.7 Jupiters,15.496,2011
5679,Kepler-31 d,5430,6.8 Jupiters,15.496,2014
5680,Kepler-320 b,2696,1.55 Earths,13.494,2014
5681,Kepler-320 c,2696,2.45 Earths,13.494,2014
5682,Kepler-321 b,1254,3.78 Earths,12.918,2014
5683,Kepler-321 c,1254,5.99 Earths,12.918,2014
5684,Kepler-322 b,1306,1.01 Earths,13.687,2014
5685,Kepler-322 c,1306,3.43 Earths,13.687,2014
5686,Kepler-323 b,1484,2.153 Jupiters,12.78,2014
5687,Kepler-323 c,1484,0.251 Jupiters,12.78,2014
5688,Kepler-324 b,1636,1.55 Earths,14.222,2014
5689,Kepler-324 c,1636,10.1 Earths,14.222,2014
5690,Kepler-324 e,1636,4.81 Earths,14.222,2021
5691,Kepler-325 b,2685,8.8 Earths,15.175,2014
5692,Kepler-325 c,2685,6.99 Earths,15.175,2014
5693,Kepler-325 d,2685,8.2 Earths,15.175,2014
5694,Kepler-326 b,1591,0.14 Jupiters,13.734,2014
5695,Kepler-326 c,1591,17.4 Earths,13.734,2014
5696,Kepler-326 d,1591,6.9 Earths,13.734,2014
5697,Kepler-327 b,789,1.41 Earths,15.611,2014
5698,Kepler-327 c,789,20.3 Earths,15.611,2014
5699,Kepler-327 d,789,3.64 Earths,15.611,2014
5700,Kepler-319 c,1642,7.41 Earths,13.926,2014
5701,Kepler-319 d,1642,5.86 Earths,13.926,2014
5702,Kepler-31 b,5430,25.9 Earths,15.496,2011
5703,Kepler-31 c,5430,4.7 Jupiters,15.496,2011
5704,Kepler-31 d,5430,6.8 Jupiters,15.496,2014
5705,Kepler-320 b,2696,1.55 Earths,13.494,2014
5706,Kepler-320 c,2696,2.45 Earths,13.494,2014
5707,Kepler-321 b,1254,3.78 Earths,12.918,2014
5708,Kepler-321 c,1254,5.99 Earths,12.918,2014
5709,Kepler-322 b,1306,1.01 Earths,13.687,2014
5710,Kepler-322 c,1306,3.43 Earths,13.687,2014
5711,Kepler-323 b,1484,2.153 Jupiters,12.78,2014
5712,Kepler-323 c,1484,0.251 Jupiters,12.78,2014
5713,Kepler-324 b,1636,1.55 Earths,14.222,2014
5714,Kepler-324 c,1636,10.1 Earths,14.222,2014
5715,Kepler-324 e,1636,4.81 Earths,14.222,2021
5716,Kepler-325 b,2685,8.8 Earths,15.175,2014
5717,Kepler-325 c,2685,6.99 Earths,15.175,2014
5718,Kepler-325 d,2685,8.2 Earths,15.175,2014
5719,Kepler-326 b,1591,0.14 Jupiters,13.734,2014
5720,Kepler-326 c,1591,17.4 Earths,13.734,2014
5721,Kepler-326 d,1591,6.9 Earths,13.734,2014
5722,Kepler-327 b,789,1.41 Earths,15.611,2014
5723,Kepler-327 c,789,20.3 Earths,15.611,2014
5724,Kepler-327 d,789,3.64 Earths,15.611,2014
5725,Kepler-319 c,1642,7.41 Earths,13.926,2014
5726,Kepler-319 d,1642,5.86 Earths,13.926,2014
5727,Kepler-31 b,5430,25.9 Earths,15.496,2011
5728,Kepler-31 c,5430,4.7 Jupiters,15.496,2011
5729,Kepler-31 d,5430,6.8 Jupiters,15.496,2014
5730,Kepler-320 b,2696,1.55 Earths,13.494,2014
5731,Kepler-320 c,2696,2.45 Earths,13.494,2014
5732,Kepler-321 b,1254,3.78 Earths,12.918,2014
5733,Kepler-321 c,1254,5.99 Earths,12.918,2014
5734,Kepler-322 b,1306,1.01 Earths,13.687,2014
5735,Kepler-322 c,1306,3.43 Earths,13.687,2014
5736,Kepler-323 b,1484,2.153 Jupiters,12.78,2014
5737,Kepler-323 c,1484,0.251 Jupiters,12.78,2014
5738,Kepler-324 b,1636,1.55 Earths,14.222,2014
5739,Kepler-324 c,1636,10.1 Earths,14.222,2014
5740,Kepler-324 e,1636,4.81 Earths,14.222,2021
5741,Kepler-325 b,2685,8.8 Earths,15.175,2014
5742,Kepler-325 c,2685,6.99 Earths,15.175,2014
5743,Kepler-325 d,2685,8.2 Earths,15.175,2014
5744,Kepler-326 b,1591,0.14 Jupiters,13.734,2014
5745,Kepler-326 c,1591,17.4 Earths,13.734,2014
5746,Kepler-326 d,1591,6.9 Earths,13.734,2014
5747,Kepler-327 b,789,1.41 Earths,15.611,2014
5748,Kepler-327 c,789,20.3 Earths,15.611,2014
5749,Kepler-327 d,789,3.64 Earths,15.611,2014
5750,Kepler-336 c,2508,5.06 Earths,13.677,2014
5751,Kepler-336 d,2508,6.21 Earths,13.677,2014
5752,Kepler-337 b,2212,2.99 Earths,12.799,2014
5753,Kepler-337 c,2212,4.86 Earths,12.799,2014
5754,Kepler-338 b,1803,30.6 Earths,12.19,2014
5755,Kepler-338 c,1803,6.08 Earths,12.19,2014
5756,Kepler-338 d,1803,9.27 Earths,12.19,2014
5757,Kepler-338 e,1803,8.5 Earths,12.19,2014
5758,Kepler-339 b,2011,2.6 Earths,14.706,2014
5759,Kepler-339 c,2011,7.3 Earths,14.706,2014
5760,Kepler-339 d,2011,14.7 Earths,14.706,2014
5761,Kepler-33 b,3944,3.68 Earths,14.099,2011
5762,Kepler-33 c,3944,0.39 Earths,14.099,2011
5763,Kepler-33 d,3944,3.91 Earths,14.099,2011
5764,Kepler-33 e,3944,5.57 Earths,14.099,2011
5765,Kepler-33 f,3944,9.6 Earths,14.099,2011
5766,Kepler-340 b,2638,6.94 Earths,12.329,2014
5767,Kepler-340 c,2638,11.3 Earths,12.329,2014
5768,Kepler-341 b,3415,1.76 Earths,14.739,2014
5769,Kepler-341 c,3415,3.53 Earths,14.739,2014
5770,Kepler-341 d,3415,4.08 Earths,14.739,2014
5771,Kepler-341 e,3415,4.62 Earths,14.739,2014
5772,Kepler-342 b,2550,5.69 Earths,13.2,2014
5773,Kepler-342 c,2550,4.5 Earths,13.2,2014
5774,Kepler-342 d,2550,6.76 Earths,13.2,2014
5775,Kepler-336 c,2508,5.06 Earths,13.677,2014
5776,Kepler-336 d,2508,6.21 Earths,13.677,2014
5777,Kepler-337 b,2212,2.99 Earths,12.799,2014
5778,Kepler-337 c,2212,4.86 Earths,12.799,2014
5779,Kepler-338 b,1803,30.6 Earths,12.19,2014
5780,Kepler-338 c,1803,6.08 Earths,12.19,2014
5781,Kepler-338 d,1803,9.27 Earths,12.19,2014
5782,Kepler-338 e,1803,8.5 Earths,12.19,2014
5783,Kepler-339 b,2011,2.6 Earths,14.706,2014
5784,Kepler-339 c,2011,7.3 Earths,14.706,2014
5785,Kepler-339 d,2011,14.7 Earths,14.706,2014
5786,Kepler-33 b,3944,3.68 Earths,14.099,2011
5787,Kepler-33 c,3944,0.39 Earths,14.099,2011
5788,Kepler-33 d,3944,3.91 Earths,14.099,2011
5789,Kepler-33 e,3944,5.57 Earths,14.099,2011
5790,Kepler-33 f,3944,9.6 Earths,14.099,2011
5791,Kepler-340 b,2638,6.94 Earths,12.329,2014
5792,Kepler-340 c,2638,11.3 Earths,12.329,2014
5793,Kepler-341 b,3415,1.76 Earths,14.739,2014
5794,Kepler-341 c,3415,3.53 Earths,14.739,2014
5795,Kepler-341 d,3415,4.08 Earths,14.739,2014
5796,Kepler-341 e,3415,4.62 Earths,14.739,2014
5797,Kepler-342 b,2550,5.69 Earths,13.2,2014
5798,Kepler-342 c,2550,4.5 Earths,13.2,2014
5799,Kepler-342 d,2550,6.76 Earths,13.2,2014
5800,Kepler-342 e,2550,0.615 Earths,13.2,2016
5801,Kepler-343 b,3025,6.39 Earths,14.063,2014
5802,Kepler-343 c,3025,4.74 Earths,14.063,2014
5803,Kepler-344 b,3272,7.32 Earths,15.539,2014
5804,Kepler-344 c,3272,9.01 Earths,15.539,2014
5805,Kepler-345 b,848,0.5 Earths,14.344,2014
5806,Kepler-345 c,848,2.2 Earths,14.344,2014
5807,Kepler-346 b,3210,7.56 Earths,15.261,2014
5808,Kepler-346 c,3210,9.64 Earths,15.261,2014
5809,Kepler-347 b,4237,4.54 Earths,14.567,2014
5810,Kepler-347 c,4237,3.71 Earths,14.567,2014
5811,Kepler-348 b,1862,2.92 Earths,12.676,2014
5812,Kepler-348 c,1862,2.33 Earths,12.676,2014
5813,Kepler-349 b,3069,0.297 Jupiters,14.915,2014
5814,Kepler-349 c,3069,4.5 Earths,14.915,2014
5815,Kepler-34 b,5874,0.22 Jupiters,15.087,2011
5816,Kepler-350 b,3121,4.08 Earths,13.965,2014
5817,Kepler-350 c,3121,6.1 Earths,13.965,2013
5818,Kepler-350 d,3121,14.9 Earths,13.965,2013
5819,Kepler-351 b,3536,4.8 Earths,16.229,2014
5820,Kepler-351 c,3536,11.1 Earths,16.229,2014
5821,Kepler-351 d,3536,7.85 Earths,16.229,2016
5822,Kepler-352 b,824,0.566 Earths,13.142,2014
5823,Kepler-352 c,824,2.07 Earths,13.142,2014
5824,Kepler-352 d,824,0.449 Earths,13.142,2021
5825,Kepler-363 c,2488,0.209 Jupiters,13.472,2014
5826,Kepler-363 d,2488,4.86 Earths,13.472,2014
5827,Kepler-364 b,2908,3.02 Earths,13.754,2014
5828,Kepler-364 c,2908,5.27 Earths,13.754,2014
5829,Kepler-365 b,3389,4.82 Earths,14.771,2014
5830,Kepler-365 c,3389,3.33 Earths,14.771,2014
5831,Kepler-366 b,6055,2.73 Earths,14.952,2014
5832,Kepler-366 c,6055,3.86 Earths,14.952,2014
5833,Kepler-367 b,613,2.24 Earths,13.193,2014
5834,Kepler-367 c,613,1.87 Earths,13.193,2014
5835,Kepler-368 b,2515,10.7 Earths,12.946,2014
5836,Kepler-368 c,2515,14.3 Earths,12.946,2014
5837,Kepler-369 b,698,1.51 Earths,16.429,2014
5838,Kepler-369 c,698,2.57 Earths,16.429,2014
5839,Kepler-36 b,1722,3.83 Earths,11.941,2012
5840,Kepler-36 c,1722,7.13 Earths,11.941,2012
5841,Kepler-370 b,3810,3.15 Earths,15.467,2014
5842,Kepler-370 c,3810,4.31 Earths,15.467,2014
5843,Kepler-371 b,2653,4.23 Earths,13.997,2014
5844,Kepler-371 c,2653,3.82 Earths,13.997,2014
5845,Kepler-372 b,4873,2.42 Earths,14.928,2014
5846,Kepler-372 c,4873,5.02 Earths,14.928,2014
5847,Kepler-372 d,4873,3.5 Earths,14.928,2014
5848,Kepler-373 b,3557,2.42 Earths,14.596,2014
5849,Kepler-373 c,3557,2.07 Earths,14.596,2014
5850,Kepler-374 b,4128,1.08 Earths,14.701,2014
5851,Kepler-374 c,4128,1.37 Earths,14.701,2014
5852,Kepler-374 d,4128,2.27 Earths,14.701,2014
5853,Kepler-375 b,4041,2.7 Earths,15.643,2014
5854,Kepler-375 c,4041,7.51 Earths,15.643,2014
5855,Kepler-376 b,3011,1.24 Earths,13.86,2014
5856,Kepler-376 c,3011,3.86 Earths,13.86,2014
